OCC_CODE	OCC_TITLE	OCC_GROUP	TOT_EMP	EMP_PRSE	H_MEAN	A_MEAN	MEAN_PRSE	H_PCT10	H_PCT25	H_MEDIAN	H_PCT75	H_PCT90	A_PCT10	A_PCT25	A_MEDIAN	A_PCT75	A_PCT90	ANNUAL	HOURLY
25-1053	Environmental Science Teachers, Postsecondary	detailed	5520	2.5	*	88880	1.5	*	*	*	*	*	44180	57920	78340	108860	150890	TRUE	
25-1054	Physics Teachers, Postsecondary	detailed	14160	1.6	*	97520	1.3	*	*	*	*	*	45530	60740	84570	119840	164130	TRUE	
25-1060	Social Sciences Teachers, Postsecondary	broad	114230	1.3	*	89150	1.0	*	*	*	*	*	39590	54660	76130	107840	157780	TRUE	
25-1061	Anthropology and Archeology Teachers, Postsecondary	detailed	5700	2.4	*	91940	1.4	*	*	*	*	*	45060	59390	81350	114580	155500	TRUE	
25-1062	Area, Ethnic, and Cultural Studies Teachers, Postsecondary	detailed	9060	2.7	*	84590	1.7	*	*	*	*	*	38950	53060	73020	102580	148640	TRUE	
25-1063	Economics Teachers, Postsecondary	detailed	13060	1.9	*	111520	1.4	*	*	*	*	*	47560	67190	95770	134280	195730	TRUE	
25-1064	Geography Teachers, Postsecondary	detailed	4140	2.7	*	84660	1.4	*	*	*	*	*	42120	56740	76810	101680	134010	TRUE	
25-1065	Political Science Teachers, Postsecondary	detailed	16720	1.7	*	94090	1.7	*	*	*	*	*	42220	57650	79210	113070	164830	TRUE	
25-1066	Psychology Teachers, Postsecondary	detailed	37640	1.8	*	84440	1.1	*	*	*	*	*	36400	52320	73140	102040	148470	TRUE	
25-1067	Sociology Teachers, Postsecondary	detailed	14580	2.0	*	81600	1.0	*	*	*	*	*	38430	53710	71840	97430	133740	TRUE	
25-1069	Social Sciences Teachers, Postsecondary, All Other	detailed	13320	2.9	*	85950	2.2	*	*	*	*	*	37110	49870	70740	106640	166830	TRUE	
25-1070	Health Teachers, Postsecondary	broad	242940	1.9	*	113770	1.9	*	*	*	*	*	42660	59910	87900	145370	#	TRUE	
25-1071	Health Specialties Teachers, Postsecondary	detailed	186740	2.4	*	125430	2.0	*	*	*	*	*	43450	63550	99360	165100	#	TRUE	
25-1072	Nursing Instructors and Teachers, Postsecondary	detailed	56210	2.1	*	75030	0.9	*	*	*	*	*	41010	54150	69130	90030	117540	TRUE	
25-1080	Education and Library Science Teachers, Postsecondary	broad	63720	1.9	*	70420	1.0	*	*	*	*	*	32690	45510	63040	84080	117090	TRUE	
25-1081	Education Teachers, Postsecondary	detailed	58850	1.9	*	70260	1.1	*	*	*	*	*	32280	44780	62520	83820	118160	TRUE	
25-1082	Library Science Teachers, Postsecondary	detailed	4870	5.0	*	72340	1.2	*	*	*	*	*	42470	54410	68410	87040	106960	TRUE	
25-1110	Law, Criminal Justice, and Social Work Teachers, Postsecondary	broad	42490	2.7	*	94490	1.7	*	*	*	*	*	36400	51630	71490	113600	186940	TRUE	
25-1111	Criminal Justice and Law Enforcement Teachers, Postsecondary	detailed	14620	3.5	*	67040	1.4	*	*	*	*	*	34650	45610	59590	79320	105210	TRUE	
25-1112	Law Teachers, Postsecondary	detailed	16010	4.2	*	134530	2.1	*	*	*	*	*	44880	66840	111210	180320	#	TRUE	
25-1113	Social Work Teachers, Postsecondary	detailed	11860	3.7	*	74280	1.9	*	*	*	*	*	34590	47740	64030	89500	130520	TRUE	
25-1120	Arts, Communications, and Humanities Teachers, Postsecondary	broad	272170	1.5	*	77980	1.1	*	*	*	*	*	35420	48610	66630	93760	131730	TRUE	
25-1121	Art, Drama, and Music Teachers, Postsecondary	detailed	99020	2.4	*	81050	2.0	*	*	*	*	*	34930	49610	68650	96910	140070	TRUE	
25-1122	Communications Teachers, Postsecondary	detailed	28180	1.8	*	74360	1.2	*	*	*	*	*	34420	47730	65640	90560	125630	TRUE	
25-1123	English Language and Literature Teachers, Postsecondary	detailed	71270	1.6	*	76140	1.1	*	*	*	*	*	35790	47000	63730	90930	130890	TRUE	
25-1124	Foreign Language and Literature Teachers, Postsecondary	detailed	28720	2.3	*	73750	1.1	*	*	*	*	*	35210	47240	63500	87210	125580	TRUE	
25-1125	History Teachers, Postsecondary	detailed	21800	2.1	*	80880	1.0	*	*	*	*	*	38000	52760	71820	97150	130530	TRUE	
25-1126	Philosophy and Religion Teachers, Postsecondary	detailed	23180	3.2	*	77420	1.0	*	*	*	*	*	36010	50250	68360	93770	127740	TRUE	
25-1190	Miscellaneous Postsecondary Teachers	broad	466790	1.6	*	58150	1.3	*	*	*	*	*	20540	33740	49060	72550	103970	TRUE	
25-1191	Graduate Teaching Assistants	detailed	135130	2.2	*	35810	1.8	*	*	*	*	*	18340	24310	34240	44740	55080	TRUE	
25-1192	Home Economics Teachers, Postsecondary	detailed	2970	4.7	*	72790	1.7	*	*	*	*	*	35770	50660	69190	90540	115910	TRUE	
25-1193	Recreation and Fitness Studies Teachers, Postsecondary	detailed	17390	2.4	*	67870	1.5	*	*	*	*	*	28290	40490	59180	81910	119830	TRUE	
25-1194	Vocational Education Teachers, Postsecondary	detailed	116430	1.8	26.80	55730	0.9	13.77	18.28	24.36	32.15	43.42	28640	38020	50660	66870	90320		
25-1199	Postsecondary Teachers, All Other	detailed	194870	3.5	*	73990	1.4	*	*	*	*	*	24990	44490	64400	94720	130090	TRUE	
25-2000	Preschool, Primary, Secondary, and Special Education School Teachers	minor	4133490	0.4	*	57470	0.7	*	*	*	*	*	32820	42550	54720	70390	88430	TRUE	
25-2010	Preschool and Kindergarten Teachers	broad	536840	1.0	19.01	39550	1.1	9.76	11.88	16.35	23.98	32.09	20290	24720	34010	49880	66750		
25-2011	Preschool Teachers, Except Special Education	detailed	385550	1.3	16.01	33300	1.7	9.34	10.94	13.84	18.44	26.11	19430	22750	28790	38350	54310		
25-2012	Kindergarten Teachers, Except Special Education	detailed	151290	1.3	*	55460	0.6	*	*	*	*	*	34050	42190	52620	65460	81210	TRUE	
25-2020	Elementary and Middle School Teachers	broad	2031700	0.6	*	59270	0.6	*	*	*	*	*	36930	44740	56100	71390	88750	TRUE	
25-2021	Elementary School Teachers, Except Special Education	detailed	1392660	0.7	*	59020	0.7	*	*	*	*	*	36560	44450	55800	71170	88590	TRUE	
25-2022	Middle School Teachers, Except Special and Career/Technical Education	detailed	626310	1.3	*	59800	0.7	*	*	*	*	*	37810	45370	56720	71850	89120	TRUE	
25-2023	Career/Technical Education Teachers, Middle School	detailed	12730	7.2	*	60350	1.2	*	*	*	*	*	38670	46180	57560	71990	87980	TRUE	
25-2030	Secondary School Teachers	broad	1083350	0.9	*	61280	0.5	*	*	*	*	*	38190	46110	57980	73960	92470	TRUE	
25-2031	Secondary School Teachers, Except Special and Career/Technical Education	detailed	1003250	1.0	*	61420	0.6	*	*	*	*	*	38180	46110	58030	74160	92920	TRUE	
25-2032	Career/Technical Education Teachers, Secondary School	detailed	80100	2.2	*	59480	0.7	*	*	*	*	*	38330	46040	57320	71670	86570	TRUE	
25-2050	Special Education Teachers	broad	481600	0.8	*	61280	0.9	*	*	*	*	*	37540	45710	57630	73700	93130	TRUE	
25-2051	Special Education Teachers, Preschool	detailed	28140	3.4	*	56990	1.6	*	*	*	*	*	32980	41960	52460	68420	89290	TRUE	
25-2052	Special Education Teachers, Kindergarten and Elementary School	detailed	190530	1.3	*	60090	0.9	*	*	*	*	*	37150	45350	57040	72400	90260	TRUE	
25-2053	Special Education Teachers, Middle School	detailed	90250	1.8	*	61910	1.3	*	*	*	*	*	39190	47040	58560	74220	93260	TRUE	
25-2054	Special Education Teachers, Secondary School	detailed	132490	1.5	*	64020	1.0	*	*	*	*	*	39130	47400	59700	76520	96930	TRUE	
25-2059	Special Education Teachers, All Other	detailed	40190	2.8	*	59450	2.1	*	*	*	*	*	35160	43310	53860	71190	93620	TRUE	
25-3000	Other Teachers and Instructors	minor	1191570	0.9	18.54	38560	0.7	9.17	11.23	15.34	22.27	31.36	19070	23360	31910	46320	65230		
25-3010	Adult Basic and Secondary Education and Literacy Teachers and Instructors	broad	58810	4.1	26.51	55140	1.3	14.14	19.05	24.35	32.12	40.74	29420	39610	50650	66800	84740		
25-3011	Adult Basic and Secondary Education and Literacy Teachers and Instructors	detailed	58810	4.1	26.51	55140	1.3	14.14	19.05	24.35	32.12	40.74	29420	39610	50650	66800	84740		
25-3020	Self-Enrichment Education Teachers	broad	229840	1.5	20.75	43150	0.9	9.34	12.27	17.95	26.28	35.91	19440	25530	37330	54650	74700		
25-3021	Self-Enrichment Education Teachers	detailed	229840	1.5	20.75	43150	0.9	9.34	12.27	17.95	26.28	35.91	19440	25530	37330	54650	74700		
25-3090	Miscellaneous Teachers and Instructors	broad	902910	1.0	17.46	36310	0.9	9.06	10.91	14.48	20.25	29.00	18850	22690	30110	42120	60320		
25-3097	Teachers and Instructors, All Other, Except Substitute Teachers	detailed	292950	1.6	*	47570	1.1	*	*	*	*	*	19900	26140	39570	60830	82960	TRUE	
25-3098	Substitute Teachers	detailed	609960	1.3	14.86	30900	1.3	8.87	10.50	13.47	17.57	22.18	18460	21850	28010	36550	46140		
25-4000	Librarians, Curators, and Archivists	minor	250660	0.9	23.89	49700	0.5	11.26	15.67	22.41	30.00	38.40	23410	32590	46610	62400	79860		
25-4010	Archivists, Curators, and Museum Technicians	broad	27900	2.0	25.22	52460	1.1	12.57	16.76	22.71	30.81	40.97	26150	34860	47230	64080	85220		
25-4011	Archivists	detailed	5760	4.0	26.24	54570	1.7	14.51	18.34	24.28	32.01	42.39	30180	38150	50500	66590	88160		
25-4012	Curators	detailed	11170	2.6	28.32	58910	1.2	14.28	18.84	25.66	34.79	45.40	29700	39190	53360	72360	94430		
25-4013	Museum Technicians and Conservators	detailed	10970	3.1	21.53	44780	1.6	11.12	14.39	19.25	26.36	35.14	23130	29930	40040	54820	73080		
25-4020	Librarians	broad	129350	0.8	28.78	59870	0.4	16.39	21.67	27.73	34.99	43.34	34100	45060	57680	72780	90140		
25-4021	Librarians	detailed	129350	0.8	28.78	59870	0.4	16.39	21.67	27.73	34.99	43.34	34100	45060	57680	72780	90140		
25-4030	Library Technicians	broad	93410	1.5	16.72	34780	0.6	9.46	11.92	15.81	20.66	25.43	19680	24790	32890	42970	52880		
25-4031	Library Technicians	detailed	93410	1.5	16.72	34780	0.6	9.46	11.92	15.81	20.66	25.43	19680	24790	32890	42970	52880		
25-9000	Other Education, Training, and Library Occupations	minor	1530700	0.5	*	32420	0.4	*	*	*	*	*	18460	21230	27500	36980	53500	TRUE	
25-9010	Audio-Visual and Multimedia Collections Specialists	broad	10300	2.8	24.10	50130	1.0	12.86	16.96	23.00	30.27	37.55	26760	35280	47840	62950	78090		
25-9011	Audio-Visual and Multimedia Collections Specialists	detailed	10300	2.8	24.10	50130	1.0	12.86	16.96	23.00	30.27	37.55	26760	35280	47840	62950	78090		
25-9020	Farm and Home Management Advisors	broad	8620	3.8	25.07	52150	1.5	11.90	17.65	23.79	31.07	38.90	24760	36710	49490	64620	80900		
25-9021	Farm and Home Management Advisors	detailed	8620	3.8	25.07	52150	1.5	11.90	17.65	23.79	31.07	38.90	24760	36710	49490	64620	80900		
25-9030	Instructional Coordinators	broad	147330	1.4	31.49	65500	0.5	16.94	22.89	30.03	38.67	48.23	35230	47620	62460	80440	100320		
25-9031	Instructional Coordinators	detailed	147330	1.4	31.49	65500	0.5	16.94	22.89	30.03	38.67	48.23	35230	47620	62460	80440	100320		
25-9040	Teacher Assistants	broad	1263820	0.6	*	27120	0.4	*	*	*	*	*	18120	20520	25410	31990	38820	TRUE	
25-9041	Teacher Assistants	detailed	1263820	0.6	*	27120	0.4	*	*	*	*	*	18120	20520	25410	31990	38820	TRUE	
25-9090	Miscellaneous Education, Training, and Library Workers	broad	100640	2.7	22.58	46970	1.4	10.66	14.37	20.48	28.27	37.63	22180	29890	42600	58800	78270		
25-9099	Education, Training, and Library Workers, All Other	detailed	100640	2.7	22.58	46970	1.4	10.66	14.37	20.48	28.27	37.63	22180	29890	42600	58800	78270		
27-0000	Arts, Design, Entertainment, Sports, and Media Occupations	major	1902970	0.6	28.07	58390	0.5	10.20	14.69	22.69	34.33	49.69	21210	30560	47190	71410	103360		
27-1000	Art and Design Workers	minor	582550	0.8	25.32	52660	0.5	10.60	14.27	21.35	31.59	45.20	22050	29690	44410	65700	94010		
27-1010	Artists and Related Workers	broad	89620	2.1	38.24	79530	0.8	16.00	23.32	33.69	47.92	64.66	33280	48500	70080	99680	134490		
27-1011	Art Directors	detailed	36210	2.2	48.64	101170	0.8	23.39	31.04	43.18	59.74	80.00	48660	64570	89820	124260	166400		
27-1012	Craft Artists	detailed	5070	7.1	18.70	38900	2.3	9.39	11.72	16.08	22.96	31.29	19520	24370	33440	47750	65080		
27-1013	Fine Artists, Including Painters, Sculptors, and Illustrators	detailed	11520	7.3	27.60	57410	2.6	9.43	15.49	24.42	34.74	49.85	19620	32230	50790	72260	103680		
27-1014	Multimedia Artists and Animators	detailed	29810	4.0	34.71	72200	1.2	18.52	23.71	31.40	43.49	55.75	38520	49320	65300	90450	115960		
27-1019	Artists and Related Workers, All Other	detailed	7010	6.5	31.07	64630	3.3	14.60	19.16	29.50	42.16	49.93	30360	39860	61360	87700	103860		
27-1020	Designers	broad	492930	0.9	22.97	47780	0.5	10.36	13.55	19.61	28.94	39.36	21550	28190	40800	60200	81870		
27-1021	Commercial and Industrial Designers	detailed	31860	4.7	34.08	70880	1.1	17.98	24.21	32.59	42.19	50.81	37400	50350	67790	87750	105690		
27-1022	Fashion Designers	detailed	19230	4.9	36.77	76480	1.6	16.22	22.12	31.33	44.49	62.53	33740	46020	65170	92550	130050		
27-1023	Floral Designers	detailed	43990	2.0	13.27	27610	0.7	9.02	10.19	12.43	15.37	18.82	18760	21190	25850	31970	39130		
27-1024	Graphic Designers	detailed	210710	0.9	25.14	52290	0.4	13.44	17.10	22.90	30.45	39.43	27950	35560	47640	63340	82020		
27-1025	Interior Designers	detailed	53160	2.5	27.03	56220	1.2	12.62	17.67	23.95	32.85	43.86	26260	36760	49810	68340	91230		
27-1026	Merchandise Displayers and Window Trimmers	detailed	114690	2.7	14.47	30090	0.8	9.11	10.45	12.83	16.89	22.67	18950	21730	26700	35120	47150		
27-1027	Set and Exhibit Designers	detailed	12060	3.9	27.69	57600	1.9	12.65	17.64	24.51	35.26	46.79	26310	36690	50990	73330	97320		
27-1029	Designers, All Other	detailed	7230	4.7	30.42	63270	2.7	10.51	16.27	25.66	38.90	55.89	21860	33850	53380	80910	116250		
27-2000	Entertainers and Performers, Sports and Related Workers	minor	509840	1.3	29.29	60910	1.3	9.11	11.82	19.65	33.21	59.14	18940	24590	40870	69070	123010		
27-2010	Actors, Producers, and Directors	broad	163130	2.9	43.54	90570	1.7	11.67	18.19	30.22	52.55	99.14	24270	37840	62850	109310	206220		
27-2011	Actors	detailed	48620	8.2	39.84	*	5.2	9.39	11.78	18.70	44.36	#	*	*	*	*	*		TRUE
27-2012	Producers and Directors	detailed	114510	1.9	45.12	93840	1.4	15.84	22.44	34.11	54.24	91.28	32940	46660	70950	112820	189870		
27-2020	Athletes, Coaches, Umpires, and Related Workers	broad	259850	1.4	*	42290	1.1	*	*	*	*	*	18160	20860	31440	49340	73720	TRUE	
27-2021	Athletes and Sports Competitors	detailed	10260	6.4	*	83730	5.0	*	*	*	*	*	19540	26390	47710	95290	#	TRUE	
27-2022	Coaches and Scouts	detailed	230930	1.5	*	41000	0.9	*	*	*	*	*	18120	20860	31460	49110	71940	TRUE	
27-2023	Umpires, Referees, and Other Sports Officials	detailed	18660	5.1	*	35540	6.2	*	*	*	*	*	18150	20040	25660	39820	58160	TRUE	
27-2030	Dancers and Choreographers	broad	15220	6.3	20.83	43320	2.7	8.90	10.02	16.85	26.83	39.10	18510	20830	35060	55800	81330		
27-2031	Dancers	detailed	10060	8.3	18.29	*	3.6	8.69	9.37	13.74	22.99	33.34	*	*	*	*	*		TRUE
27-2032	Choreographers	detailed	5160	7.8	25.77	53610	3.6	10.35	15.28	23.19	33.38	45.39	21520	31790	48240	69430	94400		
27-2040	Musicians, Singers, and Related Workers	broad	58490	2.3	32.86	*	2.1	9.46	15.17	24.67	41.70	62.53	*	*	*	*	*		TRUE
27-2041	Music Directors and Composers	detailed	18380	3.2	29.15	60630	2.7	10.01	16.84	24.09	33.90	51.30	20820	35020	50110	70510	106700		
27-2042	Musicians and Singers	detailed	40110	3.0	34.56	*	2.5	9.33	14.02	25.14	47.21	68.13	*	*	*	*	*		TRUE
27-2090	Miscellaneous Entertainers and Performers, Sports and Related Workers	broad	13150	11.9	23.20	*	3.2	9.40	11.65	17.34	27.48	39.53	*	*	*	*	*		TRUE
27-2099	Entertainers and Performers, Sports and Related Workers, All Other	detailed	13150	11.9	23.20	*	3.2	9.40	11.65	17.34	27.48	39.53	*	*	*	*	*		TRUE
27-3000	Media and Communication Workers	minor	575630	0.7	30.35	63130	0.4	12.88	18.20	26.34	37.17	50.89	26800	37860	54780	77310	105850		
27-3010	Announcers	broad	37230	2.6	22.60	47000	2.0	8.77	10.21	14.82	24.42	42.12	18250	21230	30830	50790	87620		
27-3011	Radio and Television Announcers	detailed	29210	2.8	23.16	48170	2.1	8.84	10.43	15.10	24.52	43.13	18390	21700	31400	51000	89720		
27-3012	Public Address System and Other Announcers	detailed	8020	5.9	20.55	42740	5.4	8.59	9.59	13.91	24.03	37.33	17860	19950	28940	49990	77640		
27-3020	News Analysts, Reporters and Correspondents	broad	45160	2.6	25.46	52960	1.7	10.77	13.62	18.69	30.41	45.48	22390	28340	38870	63250	94590		
27-3021	Broadcast News Analysts	detailed	5070	8.0	37.60	78200	2.7	12.35	16.44	27.25	44.87	78.60	25690	34190	56680	93320	163490		
27-3022	Reporters and Correspondents	detailed	40090	2.6	23.93	49770	2.0	10.63	13.43	18.18	28.87	41.64	22120	27940	37820	60060	86610		
27-3030	Public Relations Specialists	broad	226940	0.9	31.99	66540	0.5	15.43	20.41	27.89	38.29	53.15	32090	42450	58020	79650	110560		
27-3031	Public Relations Specialists	detailed	226940	0.9	31.99	66540	0.5	15.43	20.41	27.89	38.29	53.15	32090	42450	58020	79650	110560		
27-3040	Writers and Editors	broad	191640	1.1	33.31	69280	0.5	15.39	21.25	29.59	40.03	54.31	32010	44210	61550	83270	112960		
27-3041	Editors	detailed	97170	1.7	31.77	66080	0.7	14.31	19.46	27.51	38.21	53.66	29760	40480	57210	79490	111610		
27-3042	Technical Writers	detailed	49780	1.8	35.18	73160	0.5	20.05	25.96	33.58	43.14	53.49	41700	53990	69850	89730	111260		
27-3043	Writers and Authors	detailed	44690	1.9	34.58	71920	1.5	14.12	20.73	29.44	40.15	57.04	29380	43130	61240	83500	118640		
27-3090	Miscellaneous Media and Communication Workers	broad	74660	2.4	24.58	51130	1.2	11.97	15.63	21.85	29.96	41.59	24890	32500	45460	62320	86500		
27-3091	Interpreters and Translators	detailed	51350	3.1	24.64	51260	1.6	12.20	16.46	22.17	29.78	39.91	25370	34230	46120	61950	83010		
27-3099	Media and Communication Workers, All Other	detailed	23310	3.9	24.45	50860	2.4	11.43	14.10	20.96	30.52	44.15	23780	29330	43600	63480	91820		
27-4000	Media and Communication Equipment Workers	minor	234960	1.7	26.69	55520	1.4	10.40	14.65	21.96	33.35	47.69	21630	30460	45680	69370	99200		
27-4010	Broadcast and Sound Engineering Technicians and Radio Operators	broad	116080	2.2	23.68	49250	0.9	10.59	14.47	20.47	29.53	40.55	22030	30100	42590	61420	84330		
27-4011	Audio and Video Equipment Technicians	detailed	69670	2.2	22.81	47450	0.8	11.55	14.96	20.30	28.32	37.97	24020	31110	42230	58910	78980		
27-4012	Broadcast Technicians	detailed	30330	4.9	21.84	45430	1.5	9.36	12.42	18.54	29.02	38.60	19460	25840	38550	60370	80280		
27-4013	Radio Operators	detailed	870	9.1	22.49	46780	2.7	9.49	15.24	22.24	28.77	35.54	19740	31690	46250	59850	73930		
27-4014	Sound Engineering Technicians	detailed	15210	4.3	31.37	65240	2.4	11.75	16.58	25.81	39.95	58.48	24440	34490	53680	83100	121630		
27-4020	Photographers	broad	48660	2.3	20.50	42640	1.8	9.19	11.29	16.38	25.10	36.65	19110	23480	34070	52220	76220		
27-4021	Photographers	detailed	48660	2.3	20.50	42640	1.8	9.19	11.29	16.38	25.10	36.65	19110	23480	34070	52220	76220		
27-4030	Television, Video, and Motion Picture Camera Operators and Editors	broad	51590	3.2	35.67	74200	2.4	13.13	18.62	28.39	42.92	68.89	27310	38730	59040	89280	143280		
27-4031	Camera Operators, Television, Video, and Motion Picture	detailed	21710	3.7	30.38	63200	1.7	12.95	18.06	26.48	37.21	52.50	26940	37570	55080	77410	109200		
27-4032	Film and Video Editors	detailed	29880	4.4	39.52	82190	2.8	13.29	19.12	30.18	50.04	78.01	27640	39780	62760	104080	162260		
27-4090	Miscellaneous Media and Communication Equipment Workers	broad	18620	6.2	36.78	76500	1.0	16.86	26.11	36.39	46.66	57.14	35060	54310	75700	97060	118840		
27-4099	Media and Communication Equipment Workers, All Other	detailed	18620	6.2	36.78	76500	1.0	16.86	26.11	36.39	46.66	57.14	35060	54310	75700	97060	118840		
29-0000	Healthcare Practitioners and Technical Occupations	major	8318500	0.4	38.06	79160	0.2	15.59	21.80	30.49	43.83	64.87	32430	45330	63420	91180	134930		
29-1000	Health Diagnosing and Treating Practitioners	minor	5143640	0.4	47.51	98830	0.3	23.60	28.74	37.49	53.60	84.62	49090	59780	77980	111480	176020		
29-1010	Chiropractors	broad	32960	2.3	39.04	81210	1.8	15.57	22.82	32.46	46.52	67.80	32380	47460	67520	96770	141030		
29-1011	Chiropractors	detailed	32960	2.3	39.04	81210	1.8	15.57	22.82	32.46	46.52	67.80	32380	47460	67520	96770	141030		
29-1020	Dentists	broad	122330	1.6	85.90	178670	1.1	32.53	51.55	76.81	#	#	67660	107220	159770	#	#		
29-1021	Dentists, General	detailed	105620	1.9	83.59	173860	1.2	32.54	51.05	73.99	#	#	67690	106180	153900	#	#		
29-1022	Oral and Maxillofacial Surgeons	detailed	5380	9.8	111.96	232870	3.8	33.44	78.42	#	#	#	69550	163110	#	#	#		
29-1023	Orthodontists	detailed	5200	8.6	109.99	228780	3.5	44.03	72.15	#	#	#	91580	150060	#	#	#		
29-1024	Prosthodontists	detailed	750	38.3	80.84	168140	8.3	36.05	47.16	60.60	#	#	74990	98090	126050	#	#		
29-1029	Dentists, All Other Specialists	detailed	5380	11.1	82.64	171900	8.4	18.33	45.20	83.17	#	#	38130	94010	173000	#	#		
29-1030	Dietitians and Nutritionists	broad	61430	1.3	28.69	59670	0.4	17.54	22.69	28.33	34.54	39.62	36470	47200	58920	71840	82410		
29-1031	Dietitians and Nutritionists	detailed	61430	1.3	28.69	59670	0.4	17.54	22.69	28.33	34.54	39.62	36470	47200	58920	71840	82410		
29-1040	Optometrists	broad	36430	2.5	56.53	117580	1.3	25.39	39.17	51.03	64.99	92.33	52810	81480	106140	135180	192050		
29-1041	Optometrists	detailed	36430	2.5	56.53	117580	1.3	25.39	39.17	51.03	64.99	92.33	52810	81480	106140	135180	192050		
29-1050	Pharmacists	broad	305510	0.8	57.82	120270	0.3	41.88	52.60	58.77	66.79	75.94	87120	109400	122230	138920	157950		
29-1051	Pharmacists	detailed	305510	0.8	57.82	120270	0.3	41.88	52.60	58.77	66.79	75.94	87120	109400	122230	138920	157950		
29-1060	Physicians and Surgeons	broad	649850	0.9	101.04	210170	0.6	29.75	64.16	#	#	#	61870	133450	#	#	#		
29-1061	Anesthesiologists	detailed	30190	5.4	129.62	269600	1.4	70.34	#	#	#	#	146310	#	#	#	#		
29-1062	Family and General Practitioners	detailed	122970	2.0	96.54	200810	1.0	33.60	64.22	91.58	#	#	69890	133580	190490	#	#		
29-1063	Internists, General	detailed	45290	3.4	97.04	201840	1.9	28.89	57.57	94.42	#	#	60080	119750	196380	#	#		
29-1064	Obstetricians and Gynecologists	detailed	19800	4.3	112.65	234310	1.8	39.70	80.63	#	#	#	82570	167710	#	#	#		
29-1065	Pediatricians, General	detailed	26960	3.2	88.58	184240	1.4	40.75	63.39	81.24	#	#	84770	131850	168990	#	#		
29-1066	Psychiatrists	detailed	24820	3.6	96.26	200220	1.9	29.48	60.37	93.63	#	#	61330	125570	194740	#	#		
29-1067	Surgeons	detailed	41190	3.2	121.59	252910	1.1	50.33	94.74	#	#	#	104680	197070	#	#	#		
29-1069	Physicians and Surgeons, All Other	detailed	338620	1.2	98.83	205560	0.9	28.41	57.27	99.48	#	#	59090	119120	206920	#	#		
29-1070	Physician Assistants	broad	104050	1.6	49.08	102090	0.4	31.55	41.41	48.79	58.37	68.37	65620	86130	101480	121420	142210		
29-1071	Physician Assistants	detailed	104050	1.6	49.08	102090	0.4	31.55	41.41	48.79	58.37	68.37	65620	86130	101480	121420	142210		
29-1080	Podiatrists	broad	9800	3.8	69.28	144110	2.3	23.48	37.56	60.01	87.70	#	48830	78130	124830	182420	#		
29-1081	Podiatrists	detailed	9800	3.8	69.28	144110	2.3	23.48	37.56	60.01	87.70	#	48830	78130	124830	182420	#		
29-1120	Therapists	broad	651500	0.7	37.28	77540	0.3	22.12	28.11	36.07	45.37	54.98	46000	58470	75020	94360	114360		
29-1122	Occupational Therapists	detailed	118070	1.2	40.25	83730	0.4	26.06	32.28	39.38	47.74	57.56	54200	67140	81910	99300	119720		
29-1123	Physical Therapists	detailed	216920	1.0	41.93	87220	0.3	27.97	33.98	41.06	48.50	58.71	58190	70680	85400	100880	122130		
29-1124	Radiation Therapists	detailed	17450	2.8	40.86	84980	1.3	25.81	31.07	38.54	48.46	59.48	53680	64630	80160	100800	123710		
29-1125	Recreational Therapists	detailed	18100	2.3	23.17	48190	0.8	13.47	17.10	22.31	28.69	34.78	28010	35570	46410	59680	72340		
29-1126	Respiratory Therapists	detailed	126770	1.4	29.15	60640	0.3	20.43	23.72	28.21	33.97	39.21	42490	49340	58670	70650	81550		
29-1127	Speech-Language Pathologists	detailed	135980	1.1	37.60	78210	0.6	22.63	28.12	35.90	45.67	56.16	47070	58480	74680	95000	116810		
29-1128	Exercise Physiologists	detailed	6880	4.4	24.19	50310	1.4	15.53	18.40	22.76	28.61	35.74	32290	38270	47340	59500	74330		
29-1129	Therapists, All Other	detailed	11320	5.5	29.13	60590	1.4	16.30	20.26	27.26	35.77	45.93	33900	42140	56700	74390	95530		
29-1130	Veterinarians	broad	67650	1.5	48.34	100560	1.1	25.23	33.29	42.68	56.95	77.44	52470	69240	88770	118460	161070		
29-1131	Veterinarians	detailed	67650	1.5	48.34	100560	1.1	25.23	33.29	42.68	56.95	77.44	52470	69240	88770	118460	161070		
29-1140	Registered Nurses	broad	2857180	0.6	34.70	72180	0.3	22.65	27.01	32.91	40.27	49.52	47120	56190	68450	83770	102990		
29-1141	Registered Nurses	detailed	2857180	0.6	34.70	72180	0.3	22.65	27.01	32.91	40.27	49.52	47120	56190	68450	83770	102990		
29-1150	Nurse Anesthetists	broad	39860	3.7	78.86	164030	0.9	51.91	66.25	77.05	91.29	#	107960	137800	160270	189880	#		
29-1151	Nurse Anesthetists	detailed	39860	3.7	78.86	164030	0.9	51.91	66.25	77.05	91.29	#	107960	137800	160270	189880	#		
29-1160	Nurse Midwives	broad	6270	4.8	49.23	102390	1.1	32.05	41.23	47.97	57.54	68.52	66660	85750	99770	119690	142510		
29-1161	Nurse Midwives	detailed	6270	4.8	49.23	102390	1.1	32.05	41.23	47.97	57.54	68.52	66660	85750	99770	119690	142510		
29-1170	Nurse Practitioners	broad	150230	1.3	50.30	104610	0.5	34.82	41.81	48.52	57.91	67.76	72420	86970	100910	120450	140930		
29-1171	Nurse Practitioners	detailed	150230	1.3	50.30	104610	0.5	34.82	41.81	48.52	57.91	67.76	72420	86970	100910	120450	140930		
