OCC_CODE	OCC_TITLE	OCC_GROUP	TOT_EMP	EMP_PRSE	H_MEAN	A_MEAN	MEAN_PRSE	H_PCT10	H_PCT25	H_MEDIAN	H_PCT75	H_PCT90	A_PCT10	A_PCT25	A_MEDIAN	A_PCT75	A_PCT90	ANNUAL	HOURLY
23-2011	Paralegals and Legal Assistants	detailed	277,310	1.2	25.57	53,180	0.5	14.94	18.38	23.80	30.60	38.59	31,070	38,230	49,500	63,650	80,260		
23-2090	Miscellaneous Legal Support Workers	broad	117,220	2.0	27.86	57,940	0.7	13.79	17.73	23.93	32.89	48.80	28,680	36,870	49,780	68,420	101,500		
23-2091	Court Reporters	detailed	17,700	3.4	27.37	56,940	1.9	12.79	17.73	24.68	34.81	46.15	26,610	36,870	51,320	72,400	95,990		
23-2093	Title Examiners, Abstractors, and Searchers	detailed	54,560	3.8	24.75	51,490	1.2	13.28	16.73	22.02	29.10	39.33	27,620	34,800	45,800	60,520	81,800		
23-2099	Legal Support Workers, All Other	detailed	44,960	2.1	31.81	66,170	1.0	15.37	19.43	26.27	40.40	61.37	31,970	40,410	54,650	84,030	127,650		
25-0000	Education, Training, and Library Occupations	major	8,636,430	0.3	26.21	54,520	0.5	10.49	15.30	23.08	32.42	44.66	21,820	31,830	48,000	67,430	92,890		
25-1000	Postsecondary Teachers	minor	1,530,010	0.9	*	81,880	0.9	*	*	*	*	*	31,200	45,450	66,500	99,650	152,330	TRUE	
25-1010	Business Teachers, Postsecondary	broad	83,030	2.0	*	96,770	1.3	*	*	*	*	*	35,320	50,680	77,490	121,750	185,410	TRUE	
25-1011	Business Teachers, Postsecondary	detailed	83,030	2.0	*	96,770	1.3	*	*	*	*	*	35,320	50,680	77,490	121,750	185,410	TRUE	
25-1020	Math and Computer Teachers, Postsecondary	broad	84,560	1.4	*	85,350	1.0	*	*	*	*	*	38,480	52,030	72,510	102,900	151,380	TRUE	
25-1021	Computer Science Teachers, Postsecondary	detailed	32,540	1.9	*	89,670	1.1	*	*	*	*	*	39,170	54,670	77,570	110,640	155,580	TRUE	
25-1022	Mathematical Science Teachers, Postsecondary	detailed	52,020	1.5	*	82,650	1.0	*	*	*	*	*	38,110	50,620	69,520	98,990	147,700	TRUE	
25-1030	Engineering and Architecture Teachers, Postsecondary	broad	45,370	2.4	*	105,120	1.2	*	*	*	*	*	46,940	67,900	94,720	129,480	174,230	TRUE	
25-1031	Architecture Teachers, Postsecondary	detailed	7,370	5.5	*	92,890	3.1	*	*	*	*	*	42,120	55,730	79,250	110,140	160,220	TRUE	
25-1032	Engineering Teachers, Postsecondary	detailed	38,000	2.1	*	107,490	1.2	*	*	*	*	*	49,090	70,660	97,530	132,240	176,560	TRUE	
25-1040	Life Sciences Teachers, Postsecondary	broad	62,920	1.7	*	91,440	0.9	*	*	*	*	*	42,620	57,320	79,180	112,040	156,300	TRUE	
25-1041	Agricultural Sciences Teachers, Postsecondary	detailed	10,340	3.7	*	96,630	1.4	*	*	*	*	*	47,130	66,820	91,580	119,760	153,250	TRUE	
25-1042	Biological Science Teachers, Postsecondary	detailed	50,820	1.9	*	90,420	1.0	*	*	*	*	*	41,850	55,990	76,650	109,240	157,630	TRUE	
25-1043	Forestry and Conservation Science Teachers, Postsecondary	detailed	1,750	5.7	*	90,480	1.9	*	*	*	*	*	47,390	61,700	85,880	114,070	144,820	TRUE	
25-1050	Physical Sciences Teachers, Postsecondary	broad	51,780	1.4	*	92,900	1.0	*	*	*	*	*	43,690	58,490	80,510	114,110	158,330	TRUE	
25-1051	Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary	detailed	10,850	3.8	*	95,900	1.3	*	*	*	*	*	43,950	61,300	85,410	119,650	161,220	TRUE	
25-1052	Chemistry Teachers, Postsecondary	detailed	21,250	1.5	*	89,320	1.0	*	*	*	*	*	42,400	56,350	76,750	107,040	153,570	TRUE	
25-1053	Environmental Science Teachers, Postsecondary	detailed	5,520	2.5	*	88,880	1.5	*	*	*	*	*	44,180	57,920	78,340	108,860	150,890	TRUE	
25-1054	Physics Teachers, Postsecondary	detailed	14,160	1.6	*	97,520	1.3	*	*	*	*	*	45,530	60,740	84,570	119,840	164,130	TRUE	
25-1060	Social Sciences Teachers, Postsecondary	broad	114,230	1.3	*	89,150	1.0	*	*	*	*	*	39,590	54,660	76,130	107,840	157,780	TRUE	
25-1061	Anthropology and Archeology Teachers, Postsecondary	detailed	5,700	2.4	*	91,940	1.4	*	*	*	*	*	45,060	59,390	81,350	114,580	155,500	TRUE	
25-1062	Area, Ethnic, and Cultural Studies Teachers, Postsecondary	detailed	9,060	2.7	*	84,590	1.7	*	*	*	*	*	38,950	53,060	73,020	102,580	148,640	TRUE	
25-1063	Economics Teachers, Postsecondary	detailed	13,060	1.9	*	111,520	1.4	*	*	*	*	*	47,560	67,190	95,770	134,280	195,730	TRUE	
25-1064	Geography Teachers, Postsecondary	detailed	4,140	2.7	*	84,660	1.4	*	*	*	*	*	42,120	56,740	76,810	101,680	134,010	TRUE	
25-1065	Political Science Teachers, Postsecondary	detailed	16,720	1.7	*	94,090	1.7	*	*	*	*	*	42,220	57,650	79,210	113,070	164,830	TRUE	
25-1066	Psychology Teachers, Postsecondary	detailed	37,640	1.8	*	84,440	1.1	*	*	*	*	*	36,400	52,320	73,140	102,040	148,470	TRUE	
25-1067	Sociology Teachers, Postsecondary	detailed	14,580	2.0	*	81,600	1.0	*	*	*	*	*	38,430	53,710	71,840	97,430	133,740	TRUE	
25-1069	Social Sciences Teachers, Postsecondary, All Other	detailed	13,320	2.9	*	85,950	2.2	*	*	*	*	*	37,110	49,870	70,740	106,640	166,830	TRUE	
25-1070	Health Teachers, Postsecondary	broad	242,940	1.9	*	113,770	1.9	*	*	*	*	*	42,660	59,910	87,900	145,370	#	TRUE	
25-1071	Health Specialties Teachers, Postsecondary	detailed	186,740	2.4	*	125,430	2.0	*	*	*	*	*	43,450	63,550	99,360	165,100	#	TRUE	
25-1072	Nursing Instructors and Teachers, Postsecondary	detailed	56,210	2.1	*	75,030	0.9	*	*	*	*	*	41,010	54,150	69,130	90,030	117,540	TRUE	
25-1080	Education and Library Science Teachers, Postsecondary	broad	63,720	1.9	*	70,420	1.0	*	*	*	*	*	32,690	45,510	63,040	84,080	117,090	TRUE	
25-1081	Education Teachers, Postsecondary	detailed	58,850	1.9	*	70,260	1.1	*	*	*	*	*	32,280	44,780	62,520	83,820	118,160	TRUE	
25-1082	Library Science Teachers, Postsecondary	detailed	4,870	5.0	*	72,340	1.2	*	*	*	*	*	42,470	54,410	68,410	87,040	106,960	TRUE	
25-1110	Law, Criminal Justice, and Social Work Teachers, Postsecondary	broad	42,490	2.7	*	94,490	1.7	*	*	*	*	*	36,400	51,630	71,490	113,600	186,940	TRUE	
25-1111	Criminal Justice and Law Enforcement Teachers, Postsecondary	detailed	14,620	3.5	*	67,040	1.4	*	*	*	*	*	34,650	45,610	59,590	79,320	105,210	TRUE	
25-1112	Law Teachers, Postsecondary	detailed	16,010	4.2	*	134,530	2.1	*	*	*	*	*	44,880	66,840	111,210	180,320	#	TRUE	
25-1113	Social Work Teachers, Postsecondary	detailed	11,860	3.7	*	74,280	1.9	*	*	*	*	*	34,590	47,740	64,030	89,500	130,520	TRUE	
25-1120	Arts, Communications, and Humanities Teachers, Postsecondary	broad	272,170	1.5	*	77,980	1.1	*	*	*	*	*	35,420	48,610	66,630	93,760	131,730	TRUE	
25-1121	Art, Drama, and Music Teachers, Postsecondary	detailed	99,020	2.4	*	81,050	2.0	*	*	*	*	*	34,930	49,610	68,650	96,910	140,070	TRUE	
25-1122	Communications Teachers, Postsecondary	detailed	28,180	1.8	*	74,360	1.2	*	*	*	*	*	34,420	47,730	65,640	90,560	125,630	TRUE	
25-1123	English Language and Literature Teachers, Postsecondary	detailed	71,270	1.6	*	76,140	1.1	*	*	*	*	*	35,790	47,000	63,730	90,930	130,890	TRUE	
25-1124	Foreign Language and Literature Teachers, Postsecondary	detailed	28,720	2.3	*	73,750	1.1	*	*	*	*	*	35,210	47,240	63,500	87,210	125,580	TRUE	
25-1125	History Teachers, Postsecondary	detailed	21,800	2.1	*	80,880	1.0	*	*	*	*	*	38,000	52,760	71,820	97,150	130,530	TRUE	
25-1126	Philosophy and Religion Teachers, Postsecondary	detailed	23,180	3.2	*	77,420	1.0	*	*	*	*	*	36,010	50,250	68,360	93,770	127,740	TRUE	
25-1190	Miscellaneous Postsecondary Teachers	broad	466,790	1.6	*	58,150	1.3	*	*	*	*	*	20,540	33,740	49,060	72,550	103,970	TRUE	
25-1191	Graduate Teaching Assistants	detailed	135,130	2.2	*	35,810	1.8	*	*	*	*	*	18,340	24,310	34,240	44,740	55,080	TRUE	
25-1192	Home Economics Teachers, Postsecondary	detailed	2,970	4.7	*	72,790	1.7	*	*	*	*	*	35,770	50,660	69,190	90,540	115,910	TRUE	
25-1193	Recreation and Fitness Studies Teachers, Postsecondary	detailed	17,390	2.4	*	67,870	1.5	*	*	*	*	*	28,290	40,490	59,180	81,910	119,830	TRUE	
25-1194	Vocational Education Teachers, Postsecondary	detailed	116,430	1.8	26.80	55,730	0.9	13.77	18.28	24.36	32.15	43.42	28,640	38,020	50,660	66,870	90,320		
25-1199	Postsecondary Teachers, All Other	detailed	194,870	3.5	*	73,990	1.4	*	*	*	*	*	24,990	44,490	64,400	94,720	130,090	TRUE	
25-2000	Preschool, Primary, Secondary, and Special Education School Teachers	minor	4,133,490	0.4	*	57,470	0.7	*	*	*	*	*	32,820	42,550	54,720	70,390	88,430	TRUE	
25-2010	Preschool and Kindergarten Teachers	broad	536,840	1.0	19.01	39,550	1.1	9.76	11.88	16.35	23.98	32.09	20,290	24,720	34,010	49,880	66,750		
25-2011	Preschool Teachers, Except Special Education	detailed	385,550	1.3	16.01	33,300	1.7	9.34	10.94	13.84	18.44	26.11	19,430	22,750	28,790	38,350	54,310		
25-2012	Kindergarten Teachers, Except Special Education	detailed	151,290	1.3	*	55,460	0.6	*	*	*	*	*	34,050	42,190	52,620	65,460	81,210	TRUE	
25-2020	Elementary and Middle School Teachers	broad	2,031,700	0.6	*	59,270	0.6	*	*	*	*	*	36,930	44,740	56,100	71,390	88,750	TRUE	
25-2021	Elementary School Teachers, Except Special Education	detailed	1,392,660	0.7	*	59,020	0.7	*	*	*	*	*	36,560	44,450	55,800	71,170	88,590	TRUE	
25-2022	Middle School Teachers, Except Special and Career/Technical Education	detailed	626,310	1.3	*	59,800	0.7	*	*	*	*	*	37,810	45,370	56,720	71,850	89,120	TRUE	
25-2023	Career/Technical Education Teachers, Middle School	detailed	12,730	7.2	*	60,350	1.2	*	*	*	*	*	38,670	46,180	57,560	71,990	87,980	TRUE	
25-2030	Secondary School Teachers	broad	1,083,350	0.9	*	61,280	0.5	*	*	*	*	*	38,190	46,110	57,980	73,960	92,470	TRUE	
25-2031	Secondary School Teachers, Except Special and Career/Technical Education	detailed	1,003,250	1.0	*	61,420	0.6	*	*	*	*	*	38,180	46,110	58,030	74,160	92,920	TRUE	
25-2032	Career/Technical Education Teachers, Secondary School	detailed	80,100	2.2	*	59,480	0.7	*	*	*	*	*	38,330	46,040	57,320	71,670	86,570	TRUE	
25-2050	Special Education Teachers	broad	481,600	0.8	*	61,280	0.9	*	*	*	*	*	37,540	45,710	57,630	73,700	93,130	TRUE	
25-2051	Special Education Teachers, Preschool	detailed	28,140	3.4	*	56,990	1.6	*	*	*	*	*	32,980	41,960	52,460	68,420	89,290	TRUE	
25-2052	Special Education Teachers, Kindergarten and Elementary School	detailed	190,530	1.3	*	60,090	0.9	*	*	*	*	*	37,150	45,350	57,040	72,400	90,260	TRUE	
25-2053	Special Education Teachers, Middle School	detailed	90,250	1.8	*	61,910	1.3	*	*	*	*	*	39,190	47,040	58,560	74,220	93,260	TRUE	
25-2054	Special Education Teachers, Secondary School	detailed	132,490	1.5	*	64,020	1.0	*	*	*	*	*	39,130	47,400	59,700	76,520	96,930	TRUE	
25-2059	Special Education Teachers, All Other	detailed	40,190	2.8	*	59,450	2.1	*	*	*	*	*	35,160	43,310	53,860	71,190	93,620	TRUE	
25-3000	Other Teachers and Instructors	minor	1,191,570	0.9	18.54	38,560	0.7	9.17	11.23	15.34	22.27	31.36	19,070	23,360	31,910	46,320	65,230		
25-3010	Adult Basic and Secondary Education and Literacy Teachers and Instructors	broad	58,810	4.1	26.51	55,140	1.3	14.14	19.05	24.35	32.12	40.74	29,420	39,610	50,650	66,800	84,740		
25-3011	Adult Basic and Secondary Education and Literacy Teachers and Instructors	detailed	58,810	4.1	26.51	55,140	1.3	14.14	19.05	24.35	32.12	40.74	29,420	39,610	50,650	66,800	84,740		
25-3020	Self-Enrichment Education Teachers	broad	229,840	1.5	20.75	43,150	0.9	9.34	12.27	17.95	26.28	35.91	19,440	25,530	37,330	54,650	74,700		
25-3021	Self-Enrichment Education Teachers	detailed	229,840	1.5	20.75	43,150	0.9	9.34	12.27	17.95	26.28	35.91	19,440	25,530	37,330	54,650	74,700		
25-3090	Miscellaneous Teachers and Instructors	broad	902,910	1.0	17.46	36,310	0.9	9.06	10.91	14.48	20.25	29.00	18,850	22,690	30,110	42,120	60,320		
25-3097	Teachers and Instructors, All Other, Except Substitute Teachers	detailed	292,950	1.6	*	47,570	1.1	*	*	*	*	*	19,900	26,140	39,570	60,830	82,960	TRUE	
25-3098	Substitute Teachers	detailed	609,960	1.3	14.86	30,900	1.3	8.87	10.50	13.47	17.57	22.18	18,460	21,850	28,010	36,550	46,140		
25-4000	Librarians, Curators, and Archivists	minor	250,660	0.9	23.89	49,700	0.5	11.26	15.67	22.41	30.00	38.40	23,410	32,590	46,610	62,400	79,860		
25-4010	Archivists, Curators, and Museum Technicians	broad	27,900	2.0	25.22	52,460	1.1	12.57	16.76	22.71	30.81	40.97	26,150	34,860	47,230	64,080	85,220		
25-4011	Archivists	detailed	5,760	4.0	26.24	54,570	1.7	14.51	18.34	24.28	32.01	42.39	30,180	38,150	50,500	66,590	88,160		
25-4012	Curators	detailed	11,170	2.6	28.32	58,910	1.2	14.28	18.84	25.66	34.79	45.40	29,700	39,190	53,360	72,360	94,430		
25-4013	Museum Technicians and Conservators	detailed	10,970	3.1	21.53	44,780	1.6	11.12	14.39	19.25	26.36	35.14	23,130	29,930	40,040	54,820	73,080		
25-4020	Librarians	broad	129,350	0.8	28.78	59,870	0.4	16.39	21.67	27.73	34.99	43.34	34,100	45,060	57,680	72,780	90,140		
25-4021	Librarians	detailed	129,350	0.8	28.78	59,870	0.4	16.39	21.67	27.73	34.99	43.34	34,100	45,060	57,680	72,780	90,140		
25-4030	Library Technicians	broad	93,410	1.5	16.72	34,780	0.6	9.46	11.92	15.81	20.66	25.43	19,680	24,790	32,890	42,970	52,880		
25-4031	Library Technicians	detailed	93,410	1.5	16.72	34,780	0.6	9.46	11.92	15.81	20.66	25.43	19,680	24,790	32,890	42,970	52,880		
25-9000	Other Education, Training, and Library Occupations	minor	1,530,700	0.5	*	32,420	0.4	*	*	*	*	*	18,460	21,230	27,500	36,980	53,500	TRUE	
25-9010	Audio-Visual and Multimedia Collections Specialists	broad	10,300	2.8	24.10	50,130	1.0	12.86	16.96	23.00	30.27	37.55	26,760	35,280	47,840	62,950	78,090		
25-9011	Audio-Visual and Multimedia Collections Specialists	detailed	10,300	2.8	24.10	50,130	1.0	12.86	16.96	23.00	30.27	37.55	26,760	35,280	47,840	62,950	78,090		
25-9020	Farm and Home Management Advisors	broad	8,620	3.8	25.07	52,150	1.5	11.90	17.65	23.79	31.07	38.90	24,760	36,710	49,490	64,620	80,900		
25-9021	Farm and Home Management Advisors	detailed	8,620	3.8	25.07	52,150	1.5	11.90	17.65	23.79	31.07	38.90	24,760	36,710	49,490	64,620	80,900		
25-9030	Instructional Coordinators	broad	147,330	1.4	31.49	65,500	0.5	16.94	22.89	30.03	38.67	48.23	35,230	47,620	62,460	80,440	100,320		
25-9031	Instructional Coordinators	detailed	147,330	1.4	31.49	65,500	0.5	16.94	22.89	30.03	38.67	48.23	35,230	47,620	62,460	80,440	100,320		
25-9040	Teacher Assistants	broad	1,263,820	0.6	*	27,120	0.4	*	*	*	*	*	18,120	20,520	25,410	31,990	38,820	TRUE	
25-9041	Teacher Assistants	detailed	1,263,820	0.6	*	27,120	0.4	*	*	*	*	*	18,120	20,520	25,410	31,990	38,820	TRUE	
25-9090	Miscellaneous Education, Training, and Library Workers	broad	100,640	2.7	22.58	46,970	1.4	10.66	14.37	20.48	28.27	37.63	22,180	29,890	42,600	58,800	78,270		
25-9099	Education, Training, and Library Workers, All Other	detailed	100,640	2.7	22.58	46,970	1.4	10.66	14.37	20.48	28.27	37.63	22,180	29,890	42,600	58,800	78,270		
27-0000	Arts, Design, Entertainment, Sports, and Media Occupations	major	1,902,970	0.6	28.07	58,390	0.5	10.20	14.69	22.69	34.33	49.69	21,210	30,560	47,190	71,410	103,360		
27-1000	Art and Design Workers	minor	582,550	0.8	25.32	52,660	0.5	10.60	14.27	21.35	31.59	45.20	22,050	29,690	44,410	65,700	94,010		
27-1010	Artists and Related Workers	broad	89,620	2.1	38.24	79,530	0.8	16.00	23.32	33.69	47.92	64.66	33,280	48,500	70,080	99,680	134,490		
27-1011	Art Directors	detailed	36,210	2.2	48.64	101,170	0.8	23.39	31.04	43.18	59.74	80.00	48,660	64,570	89,820	124,260	166,400		
27-1012	Craft Artists	detailed	5,070	7.1	18.70	38,900	2.3	9.39	11.72	16.08	22.96	31.29	19,520	24,370	33,440	47,750	65,080		
27-1013	Fine Artists, Including Painters, Sculptors, and Illustrators	detailed	11,520	7.3	27.60	57,410	2.6	9.43	15.49	24.42	34.74	49.85	19,620	32,230	50,790	72,260	103,680		
27-1014	Multimedia Artists and Animators	detailed	29,810	4.0	34.71	72,200	1.2	18.52	23.71	31.40	43.49	55.75	38,520	49,320	65,300	90,450	115,960		
27-1019	Artists and Related Workers, All Other	detailed	7,010	6.5	31.07	64,630	3.3	14.60	19.16	29.50	42.16	49.93	30,360	39,860	61,360	87,700	103,860		
27-1020	Designers	broad	492,930	0.9	22.97	47,780	0.5	10.36	13.55	19.61	28.94	39.36	21,550	28,190	40,800	60,200	81,870		
27-1021	Commercial and Industrial Designers	detailed	31,860	4.7	34.08	70,880	1.1	17.98	24.21	32.59	42.19	50.81	37,400	50,350	67,790	87,750	105,690		
27-1022	Fashion Designers	detailed	19,230	4.9	36.77	76,480	1.6	16.22	22.12	31.33	44.49	62.53	33,740	46,020	65,170	92,550	130,050		
27-1023	Floral Designers	detailed	43,990	2.0	13.27	27,610	0.7	9.02	10.19	12.43	15.37	18.82	18,760	21,190	25,850	31,970	39,130		
27-1024	Graphic Designers	detailed	210,710	0.9	25.14	52,290	0.4	13.44	17.10	22.90	30.45	39.43	27,950	35,560	47,640	63,340	82,020		
27-1025	Interior Designers	detailed	53,160	2.5	27.03	56,220	1.2	12.62	17.67	23.95	32.85	43.86	26,260	36,760	49,810	68,340	91,230		
27-1026	Merchandise Displayers and Window Trimmers	detailed	114,690	2.7	14.47	30,090	0.8	9.11	10.45	12.83	16.89	22.67	18,950	21,730	26,700	35,120	47,150		
27-1027	Set and Exhibit Designers	detailed	12,060	3.9	27.69	57,600	1.9	12.65	17.64	24.51	35.26	46.79	26,310	36,690	50,990	73,330	97,320		
27-1029	Designers, All Other	detailed	7,230	4.7	30.42	63,270	2.7	10.51	16.27	25.66	38.90	55.89	21,860	33,850	53,380	80,910	116,250		
27-2000	Entertainers and Performers, Sports and Related Workers	minor	509,840	1.3	29.29	60,910	1.3	9.11	11.82	19.65	33.21	59.14	18,940	24,590	40,870	69,070	123,010		
27-2010	Actors, Producers, and Directors	broad	163,130	2.9	43.54	90,570	1.7	11.67	18.19	30.22	52.55	99.14	24,270	37,840	62,850	109,310	206,220		
27-2011	Actors	detailed	48,620	8.2	39.84	*	5.2	9.39	11.78	18.70	44.36	#	*	*	*	*	*		TRUE
27-2012	Producers and Directors	detailed	114,510	1.9	45.12	93,840	1.4	15.84	22.44	34.11	54.24	91.28	32,940	46,660	70,950	112,820	189,870		
27-2020	Athletes, Coaches, Umpires, and Related Workers	broad	259,850	1.4	*	42,290	1.1	*	*	*	*	*	18,160	20,860	31,440	49,340	73,720	TRUE	
27-2021	Athletes and Sports Competitors	detailed	10,260	6.4	*	83,730	5.0	*	*	*	*	*	19,540	26,390	47,710	95,290	#	TRUE	
27-2022	Coaches and Scouts	detailed	230,930	1.5	*	41,000	0.9	*	*	*	*	*	18,120	20,860	31,460	49,110	71,940	TRUE	
27-2023	Umpires, Referees, and Other Sports Officials	detailed	18,660	5.1	*	35,540	6.2	*	*	*	*	*	18,150	20,040	25,660	39,820	58,160	TRUE	
27-2030	Dancers and Choreographers	broad	15,220	6.3	20.83	43,320	2.7	8.90	10.02	16.85	26.83	39.10	18,510	20,830	35,060	55,800	81,330		
27-2031	Dancers	detailed	10,060	8.3	18.29	*	3.6	8.69	9.37	13.74	22.99	33.34	*	*	*	*	*		TRUE
27-2032	Choreographers	detailed	5,160	7.8	25.77	53,610	3.6	10.35	15.28	23.19	33.38	45.39	21,520	31,790	48,240	69,430	94,400		
27-2040	Musicians, Singers, and Related Workers	broad	58,490	2.3	32.86	*	2.1	9.46	15.17	24.67	41.70	62.53	*	*	*	*	*		TRUE
27-2041	Music Directors and Composers	detailed	18,380	3.2	29.15	60,630	2.7	10.01	16.84	24.09	33.90	51.30	20,820	35,020	50,110	70,510	106,700		
27-2042	Musicians and Singers	detailed	40,110	3.0	34.56	*	2.5	9.33	14.02	25.14	47.21	68.13	*	*	*	*	*		TRUE
27-2090	Miscellaneous Entertainers and Performers, Sports and Related Workers	broad	13,150	11.9	23.20	*	3.2	9.40	11.65	17.34	27.48	39.53	*	*	*	*	*		TRUE
27-2099	Entertainers and Performers, Sports and Related Workers, All Other	detailed	13,150	11.9	23.20	*	3.2	9.40	11.65	17.34	27.48	39.53	*	*	*	*	*		TRUE
27-3000	Media and Communication Workers	minor	575,630	0.7	30.35	63,130	0.4	12.88	18.20	26.34	37.17	50.89	26,800	37,860	54,780	77,310	105,850		
27-3010	Announcers	broad	37,230	2.6	22.60	47,000	2.0	8.77	10.21	14.82	24.42	42.12	18,250	21,230	30,830	50,790	87,620		
27-3011	Radio and Television Announcers	detailed	29,210	2.8	23.16	48,170	2.1	8.84	10.43	15.10	24.52	43.13	18,390	21,700	31,400	51,000	89,720		
27-3012	Public Address System and Other Announcers	detailed	8,020	5.9	20.55	42,740	5.4	8.59	9.59	13.91	24.03	37.33	17,860	19,950	28,940	49,990	77,640		
27-3020	News Analysts, Reporters and Correspondents	broad	45,160	2.6	25.46	52,960	1.7	10.77	13.62	18.69	30.41	45.48	22,390	28,340	38,870	63,250	94,590		
27-3021	Broadcast News Analysts	detailed	5,070	8.0	37.60	78,200	2.7	12.35	16.44	27.25	44.87	78.60	25,690	34,190	56,680	93,320	163,490		
27-3022	Reporters and Correspondents	detailed	40,090	2.6	23.93	49,770	2.0	10.63	13.43	18.18	28.87	41.64	22,120	27,940	37,820	60,060	86,610		
27-3030	Public Relations Specialists	broad	226,940	0.9	31.99	66,540	0.5	15.43	20.41	27.89	38.29	53.15	32,090	42,450	58,020	79,650	110,560		
27-3031	Public Relations Specialists	detailed	226,940	0.9	31.99	66,540	0.5	15.43	20.41	27.89	38.29	53.15	32,090	42,450	58,020	79,650	110,560		
27-3040	Writers and Editors	broad	191,640	1.1	33.31	69,280	0.5	15.39	21.25	29.59	40.03	54.31	32,010	44,210	61,550	83,270	112,960		
27-3041	Editors	detailed	97,170	1.7	31.77	66,080	0.7	14.31	19.46	27.51	38.21	53.66	29,760	40,480	57,210	79,490	111,610		
27-3042	Technical Writers	detailed	49,780	1.8	35.18	73,160	0.5	20.05	25.96	33.58	43.14	53.49	41,700	53,990	69,850	89,730	111,260		
27-3043	Writers and Authors	detailed	44,690	1.9	34.58	71,920	1.5	14.12	20.73	29.44	40.15	57.04	29,380	43,130	61,240	83,500	118,640		
27-3090	Miscellaneous Media and Communication Workers	broad	74,660	2.4	24.58	51,130	1.2	11.97	15.63	21.85	29.96	41.59	24,890	32,500	45,460	62,320	86,500		
27-3091	Interpreters and Translators	detailed	51,350	3.1	24.64	51,260	1.6	12.20	16.46	22.17	29.78	39.91	25,370	34,230	46,120	61,950	83,010		
27-3099	Media and Communication Workers, All Other	detailed	23,310	3.9	24.45	50,860	2.4	11.43	14.10	20.96	30.52	44.15	23,780	29,330	43,600	63,480	91,820		
27-4000	Media and Communication Equipment Workers	minor	234,960	1.7	26.69	55,520	1.4	10.40	14.65	21.96	33.35	47.69	21,630	30,460	45,680	69,370	99,200		
27-4010	Broadcast and Sound Engineering Technicians and Radio Operators	broad	116,080	2.2	23.68	49,250	0.9	10.59	14.47	20.47	29.53	40.55	22,030	30,100	42,590	61,420	84,330		
27-4011	Audio and Video Equipment Technicians	detailed	69,670	2.2	22.81	47,450	0.8	11.55	14.96	20.30	28.32	37.97	24,020	31,110	42,230	58,910	78,980		
27-4012	Broadcast Technicians	detailed	30,330	4.9	21.84	45,430	1.5	9.36	12.42	18.54	29.02	38.60	19,460	25,840	38,550	60,370	80,280		
27-4013	Radio Operators	detailed	870	9.1	22.49	46,780	2.7	9.49	15.24	22.24	28.77	35.54	19,740	31,690	46,250	59,850	73,930		
27-4014	Sound Engineering Technicians	detailed	15,210	4.3	31.37	65,240	2.4	11.75	16.58	25.81	39.95	58.48	24,440	34,490	53,680	83,100	121,630		
27-4020	Photographers	broad	48,660	2.3	20.50	42,640	1.8	9.19	11.29	16.38	25.10	36.65	19,110	23,480	34,070	52,220	76,220		
27-4021	Photographers	detailed	48,660	2.3	20.50	42,640	1.8	9.19	11.29	16.38	25.10	36.65	19,110	23,480	34,070	52,220	76,220		
27-4030	Television, Video, and Motion Picture Camera Operators and Editors	broad	51,590	3.2	35.67	74,200	2.4	13.13	18.62	28.39	42.92	68.89	27,310	38,730	59,040	89,280	143,280		
27-4031	Camera Operators, Television, Video, and Motion Picture	detailed	21,710	3.7	30.38	63,200	1.7	12.95	18.06	26.48	37.21	52.50	26,940	37,570	55,080	77,410	109,200		
27-4032	Film and Video Editors	detailed	29,880	4.4	39.52	82,190	2.8	13.29	19.12	30.18	50.04	78.01	27,640	39,780	62,760	104,080	162,260		
27-4090	Miscellaneous Media and Communication Equipment Workers	broad	18,620	6.2	36.78	76,500	1.0	16.86	26.11	36.39	46.66	57.14	35,060	54,310	75,700	97,060	118,840		
27-4099	Media and Communication Equipment Workers, All Other	detailed	18,620	6.2	36.78	76,500	1.0	16.86	26.11	36.39	46.66	57.14	35,060	54,310	75,700	97,060	118,840		
29-0000	Healthcare Practitioners and Technical Occupations	major	8,318,500	0.4	38.06	79,160	0.2	15.59	21.80	30.49	43.83	64.87	32,430	45,330	63,420	91,180	134,930		
29-1000	Health Diagnosing and Treating Practitioners	minor	5,143,640	0.4	47.51	98,830	0.3	23.60	28.74	37.49	53.60	84.62	49,090	59,780	77,980	111,480	176,020		
29-1010	Chiropractors	broad	32,960	2.3	39.04	81,210	1.8	15.57	22.82	32.46	46.52	67.80	32,380	47,460	67,520	96,770	141,030		
29-1011	Chiropractors	detailed	32,960	2.3	39.04	81,210	1.8	15.57	22.82	32.46	46.52	67.80	32,380	47,460	67,520	96,770	141,030		
29-1020	Dentists	broad	122,330	1.6	85.90	178,670	1.1	32.53	51.55	76.81	#	#	67,660	107,220	159,770	#	#		
29-1021	Dentists, General	detailed	105,620	1.9	83.59	173,860	1.2	32.54	51.05	73.99	#	#	67,690	106,180	153,900	#	#		
29-1022	Oral and Maxillofacial Surgeons	detailed	5,380	9.8	111.96	232,870	3.8	33.44	78.42	#	#	#	69,550	163,110	#	#	#		
